0.2878446915874932	 133938784.73694392
0.34643988718073676	 151690165.6781818
0.4082820576621777	 173716861.31269768
0.4664526037750089	 196690186.5252366
0.5553619647596612	 227806928.9035336
0.6547644693800195	 255091649.07690084
0.7877314827967326	 295462623.1089832
0.9484718202573157	 327188766.48051685
1.1417798616146424	 366413813.47873676
1.3607940550016693	 401206522.0028929
1.6221488778470938	 434396695.24242014
1.9543475006100834	 465103377.69705224
2.429822839149257	 492494140.9758424
3.019749143196344	 533344571.65488905
3.7155165616555346	 564725480.0955393
4.525132825695492	 591244615.4342549
6.054135417437954	 612375816.80219
7.853731206031933	 620079561.308562
10.402767946019853	 627944040.1164769
14.07496515472208	 621846757.5555397
19.05119890147546	 602130420.8543901
24.73931253808874	 576410473.4875463
31.45688289736591	 557964585.0908947
39.197612685112404	 522160973.9168276
50.942243095599196	 477898020.2539128
62.18151563572922	 442192372.67649955
75.91591409864613	 404584876.6848115
88.90094926301994	 370100575.0356029
107.4339925834686	 334825455.81648034
132.59107470489693	 299559916.4667009
163.73884168214133	 259129035.45271873
202.08044462931755	 231836232.47827378
252.1145535910696	 202821213.60145614
292.11826935803936	 187619960.19358125
